[0] stm_hospital_001 | file=935_stomach_hurt_chat.yaml | intent=complaint | kws=['去医院', '急诊', '胃镜', '检查', '看消化科'] | utt=['去医院', '看急诊', '胃镜检查'] | sibs=ws_boss_check_003(203_work_slack):老板查岗 | hd_chronic_001(936_headache_complain):一直头痛 | in_see_gastroenterology_001(III7_indigestion):{user_addr}想看消化科 | bf_seedoctor_001(MMM8_burnout_founder):该去看医生了喵 | cc_yiyuan_001(041_catch_a_cold_sick):去医院 | bl_doctor_001(III5_bloating):{user_addr}要不要看医生
[153] ddc_qiumi_001 | file=717_dorm_doing_check.yaml | intent=question | kws=['运动吗', '健身', '跑步', '锻炼', '散步'] | utt=['{user_addr}运动了么', '健身没', '在跑步'] | sibs=dts_exercise_001(969_diet_struggle):运动 | wd_yundong_001(256_what_doing):跑步中 | fitness_workout_001(91_health_fitness):健身有用吗 | ogf_yundong_007(027_owner_got_fat):该运动 | wp_workout_008(180_weekend_plan):周末健身 | tf_xiaoyou_010(309_tease_master_fat):瘦点了
[154] to_to_putang_004 | file=241_tease_owner.yaml | intent=playful | kws=['塌房', '人设', '崩了', '崩塌', '失望'] | utt=['塌房', '人设崩', '崩了'] | sibs=oft_tafan_002(028_outfit_fail):穿搭塌房 | wwc_xinjituijie_010(021_wuwu_crying):我崩溃 | nch_shoubuliao_004(012_need_comfort_hug):受不了 | ew_emo_001(597_emoji_war_battle):表情包大战 | pr_xintai_beng_001(GGG8_pvp_rage):心态崩了 | qf_idol_collapse_001(KKK9_quit_fandom):偶像塌房了
[155] mid_yeshen_005 | file=387_midnight_chat.yaml | intent=question | kws=['深夜想事', '半夜想很多', '凌晨脑子停不下', '想太多', '思绪乱'] | utt=['深夜想太多', '半夜脑子停不下', '凌晨思绪乱'] | sibs=lnc_overthink_001(484_late_night_chat):睡前想太多 | sl_shimian_005(406_sleep_lost):脑子停不下 | it_shimian_004(445_insomnia_thinking):脑子停不下 | lno_xinshi_006(002_late_night_owl):想太多睡不着 | sd_overthink_001(149_self_doubt):想太多 | ln_overthink_009(187_late_night):想太多
[156] fss_xueren_001 | file=745_first_snow_season.yaml | intent=playful | kws=['堆雪人', '打雪仗', '滑雪', '雪地写字', '滚雪球'] | utt=['堆雪人', '{user_addr}打雪仗', '滑雪'] | sibs=fsc_first_007(577_first_snow_chat):窗外好美 | sn_sno_003(590_snow_first_sight):打雪仗 | caw_snow_day_011(840_chitchat_about_weather):{user_addr}下雪了 | fsc_first_011(577_first_snow_chat):{user_addr}今年第一场雪 | fsc_first_009(577_first_snow_chat):想堆雪人 | fsc_first_005(577_first_snow_chat):猫猫一起看雪
[157] rfc_xiache_001 | file=744_random_fun_chat.yaml | intent=playful | kws=['瞎扯', '瞎聊', '没主题聊', '随便说', '闲聊'] | utt=['瞎扯', '{user_addr}瞎聊', '没主题聊'] | sibs=rc_chitchat_001(150_random_chatter):瞎聊 | lb_chayu_001(254_lunch_break):茶余饭后 | cc2_suisui_001(251_cat_chitchat):碎碎念 | rs_meanless_001(144_random_silly):闲扯 | rc_meaningless_003(179_random_chat):无聊话 | bc_want_nonsense_001(S9_bored_chitchat):想说点废话
[158] el_run_004 | file=216_exercise_lazy.yaml | intent=playful | kws=['跑步', '慢跑', '跑步机', '户外跑', '五公里'] | utt=['跑步', '慢跑', '跑步机'] | sibs=wd_yundong_001(256_what_doing):跑步中 | tf_jianshen_001(270_tease_fat):去健身 | mwk_busmiss_001(483_morning_wakeup):又要赶车了 | wd_yundong_009(290_what_doing_now):在跑步 | ddc_qiumi_001(717_dorm_doing_check):{user_addr}运动了么 | ogf_yundong_007(027_owner_got_fat):该运动
[159] sd_overthink_010 | file=217_self_doubt.yaml | intent=complaint | kws=['想太多', '心思重', '钻牛角尖', '内耗', '自我否定'] | utt=['想太多', '心思重', '钻牛角尖'] | sibs=lnc_overthink_001(484_late_night_chat):睡前想太多 | sl_shimian_005(406_sleep_lost):脑子停不下 | it_shimian_004(445_insomnia_thinking):脑子停不下 | lno_xinshi_006(002_late_night_owl):想太多睡不着 | sd_overthink_001(149_self_doubt):想太多 | mid_yeshen_005(387_midnight_chat):深夜想太多
[160] lip_pn_003 | file=768_lost_item_panic.yaml | intent=playful | kws=['找到了', '在沙发缝', '在床底', '失而复得', '松口气'] | utt=['找到了', '沙发缝里', '床底下'] | sibs=gdo_diushou_001(380_grocery_dropped_oops):找回来 | blc_bump_010(659_bump_lost_chat):失而复得{user_addr} | ltp_zhaodao_001(381_lost_thing_panic):找到了 | cl_finally_found_010(685_charger_lost_panic):{user_addr}找到了 | lk_key_012(605_lost_keys_panic):终于找到 | pl_found_back_001(CCC5_pet_lost):宠物找到了
[161] bf_furniture_mall_tired_001 | file=VV9_buying_furniture.yaml | intent=complaint | kws=['逛家具城累', '家具城走断腿', '逛累了', '家具城太大', '走不动'] | utt=['家具城逛累了', '逛家具城走断腿', '家具城太大'] | sibs=blc_bump_009(659_bump_lost_chat):崴脚了{user_addr} | hp_after_001(932_hotpot_dream):吃完撑 | caw_windy_day_003(840_chitchat_about_weather):{user_addr}风太大 | gsh_snack_zone_006(828_grocery_shopping):{user_addr}零食区逛 | fs_xuezhang_001(979_first_snow_excited):雪好厚 | td_scenic_jammed_001(OO6_travel_disappointment):景区太拥挤
[162] osc_zhuangji_001 | file=739_office_slacking_check.yaml | intent=playful | kws=['假装认真', '一脸专注', '装大忙人', '装思考', '看屏幕'] | utt=['假装认真', '{user_addr}一脸专注', '装大忙人'] | sibs=trc_eye_break_001(528_take_rest_care):眼睛酸 | owc_boss_passing_009(843_office_water_cooler):{user_addr}老板路过 | bcp_zhuangmang_001(378_boss_check_panic):装忙 | cls_eyetired_001(487_care_lifestyle):眼睛好酸 | ln_eye_drop_010(154_late_night_chat):眼睛好酸 | ws_pretend_busy_002(203_work_slack):装忙
[163] rn_throat_008 | file=701_runny_nose_cold.yaml | intent=complaint | kws=['喉咙疼', '嗓子疼', '吞口水疼', '咽喉疼', '嗓子痒'] | utt=['{user_addr}喉咙疼', '嗓子疼', '{user_addr}吞口水痛'] | sibs=rs_sin_001(599_random_singing_burst):突然想唱歌 | sc_throat_001(II5_sick_complain):{user_addr}我喉咙痛 | sn_zhuoliang_001(789_sneeze_cold_catch):喉咙痒 | srn_lost_voice_009(838_sneeze_runny_nose):{user_addr}嗓子哑 | cld_sore_throat_001(934_cold_caught_sick):喉咙痛 | cc_yanshui_001(041_catch_a_cold_sick):咽口水痛
[164] mc_zaoan_001 | file=384_morning_call.yaml | intent=playful | kws=['早安', '早上好', '起床了', '早', 'morning'] | utt=['{user_addr}早安', '{user_addr}早上好', '早早早'] | sibs=mwk_zaoan_001(001_morning_wakeup_chat):{user_addr}早安 | em_morning_001(186_early_morning):{user_addr}早安 | mh_zaoan_001(219_morning_hello):早安喵 | mw_zaoan_001(252_morning_wakeup):{user_addr}早安 | mfw_zaoan_001(714_morning_first_word):{user_addr}早安 | greet_morning_001(00_greetings):早安
[165] scy_tearful_001 | file=115_sudden_cry.yaml | intent=complaint | kws=['眼泪打转', '含泪', '眼眶红', '强忍泪水', '鼻子酸'] | utt=['眼泪打转', '{user_addr}含泪', '眼眶红'] | sibs=wc_wuwu_005(404_wuwu_cry):鼻子酸 | wwc_tear_drop_001(530_wuwu_crying):眼泪掉了 | gfc_ch_006(765_grumpy_face_chat):被气哭 | wwc_red_eyes_001(530_wuwu_crying):眼眶红 | mem_suddencry_001(502_micro_emotion):莫名想哭 | yyw_whimper_009(471_yingying_whimper):{user_addr}可怜兮兮
[166] esw_elevator_012 | file=570_elevator_stuck_wait.yaml | intent=playful | kws=['抢电梯', '按楼层', '上下错', '急死', '电梯门关'] | utt=['{user_addr}抢电梯成功', '按错楼层尴尬', '上下方向搞错'] | sibs=esw_elevator_006(570_elevator_stuck_wait):门快关时挤进去了 | esw_elevator_010(570_elevator_stuck_wait):猫猫帮我催 | blp_battery_002(575_battery_low_panic):咖啡店插座抢手 | esw_elevator_008(570_elevator_stuck_wait):按错楼层尴尬 | blp_battery_004(575_battery_low_panic):充到20%了喵 | esw_elevator_002(570_elevator_stuck_wait):{user_addr}抢电梯成功
[167] aw_nanguo_002 | file=296_anwei_comfort_seek.yaml | intent=complaint | kws=['难过', '心里难受', '不开心', '情绪低落', '心痛'] | utt=['我难过', '心里难受', '不开心'] | sibs=et_emo_001(129_emoji_text):呜呜 | ac_xinqing_001(261_act_cute_beg):心情不好 | wc_anwei_001(225_want_comfort):难过 | sp_comfort_008(189_seek_praise):安慰我 | wce_sad_002(331_wuwu_cry_emoji):难过 | nc_anwei_001(427_need_comfort):安慰我喵
[168] wi_if_dot_dot_001 | file=779_what_if.yaml | intent=playful | kws=['如果', '要是', '假如真的', '如果当初', '当时如果'] | utt=['如果...', '要是当初', '假如真的能'] | sibs=sb_yaoshi_001(DDD9_self_blame):要是当初不这样就好了 | rc_what_if_006(179_random_chat):假如 | rq_if_002(208_random_question):如果可以 | rqs_what_if_003(824_random_question):{user_addr}如果中彩票 | rdt_whatif_001(512_random_thought):假如重来 | rs_whatif_001(144_random_silly):假如
[169] se_dropped_001 | file=141_street_encounter.yaml | intent=complaint | kws=['掉了', '滚了', '摔了', '落地了', '掉到地上'] | utt=['掉了', '滚到地上', '摔了'] | sibs=se_se_diushi_003(238_street_encounter):丢了 | icc_mlt_011(872_ice_cream_melt):掉地 | gdo_diaole_001(380_grocery_dropped_oops):掉了 | lsr_drop_001(114_lost_something_road):掉了东西 | pa_phone_broken_006(182_phone_addiction):手机坏了 | pa_dadui_baoguo_001(807_package_arrived_excite):包装压坏
[170] sb_shoubu_001 | file=889_sticker_battle.yaml | intent=question | kws=['手部动作贴', '比心', '比耶', '手势', '手指爱心'] | utt=['比心', '{user_addr}比耶', '手指爱心'] | sibs=ri_cuteness_010(193_roll_in_floor):卖萌 | wcp_compliment_009(463_want_compliment):{user_addr}赞我一下 | slf_pose_001(940_selfie_repeat_chat):姿势 | tst_ts_011(761_tail_swing_tease):尾巴卷起来 | np_kuajiang_010(428_need_praise):给我点赞 | pcl_lk_006(763_paw_clean_lick):给个手
[171] jv_chicu_006 | file=426_jealous_vinegar.yaml | intent=playful | kws=['同事', '朋友', '男闺蜜', '女闺蜜', '你们关系'] | utt=['同事好密', '男闺蜜', '女闺蜜'] | sibs=ddc_xiongdi_001(717_dorm_doing_check):{user_addr}跟谁在一起 | jpt_otherperson_001(486_jealous_pout):{user_addr}和别人玩 | jch_jeal_008(461_jealous_chuyi):{user_addr}闺蜜 | ws_colleague_010(203_work_slack):同事 | fr_friend_001(213_friendship_chat):朋友 | lcx_pengyou_001(362_laugh_cry_xs):朋友圈段子
[172] ct_subway_packed_002 | file=166_commute_tired.yaml | intent=complaint | kws=['地铁挤', '公交挤', '挤死了', '人太多', '没位置'] | utt=['地铁太挤', '公交好挤', '挤死人了'] | sibs=ct_yongji_002(316_commute_traffic):地铁挤 | ct_dijietui_001(062_commute_traffic_tired):地铁挤 | stf_didiezhi_003(031_stuck_traffic):地铁挤 | cmt_subway_001(539_commute_tired):地铁挤 | cm_cm_jisihaitao_002(245_commute_chat):地铁挤 | tcm_subway_001(492_traffic_commute):挤地铁
[173] blc_bump_002 | file=659_bump_lost_chat.yaml | intent=playful | kws=['捡到钱', '捡到东西', '好运', '意外惊喜', '天降'] | utt=['捡到一块钱{user_addr}', '捡到东西', '天降惊喜'] | sibs=sm_find_money_009(170_surprise_moment):捡到钱 | su_su_jianai_008(237_sudden_surprise):捡到钱 | sr_xianjin_001(063_surprise_redpacket):捡到钱 | urp_yiwaifukan_001(732_unexpected_red_packet):意外之财 | sec_findlost_001(501_street_encounter):捡到钱了 | lsr_pick_up_001(114_lost_something_road):捡到东西
[174] gv_choka_001 | file=138_game_vibes.yaml | intent=playful | kws=['抽卡', '出货', '出货了', '歪了', '没出'] | utt=['抽卡了', '出货', '歪了'] | sibs=gs_pull_card_005(169_game_session):抽卡中 | ggc_gacha_001(658_game_gacha_chat):{user_addr}抽卡歪了 | gg_gacha_001(201_gacha_game):抽卡 | gpd_pullgacha_001(643_gacha_pull_dream):抽卡 | gpl_pull_001(546_gacha_pull_luck):抽卡 | gpl_choukake_001(737_gacha_pull_luck):抽卡
[175] hc_cleaning_001 | file=214_house_chores.yaml | intent=complaint | kws=['打扫卫生', '大扫除', '洗衣服', '拖地', '收拾'] | utt=['打扫卫生', '大扫除', '洗衣服'] | sibs=bk_jiawu_001(039_bored_killing_time):整理屋子 | lz_zaida_001(800_lazy_sunday_morning):周日打扫 | wkp_chore_001(511_weekend_plan):做家务 | wkd_clean_001(919_weekend_plan_chat):周末大扫除 | lwm_morning_cleaning_012(829_lazy_weekend_morning):{user_addr}周末打扫 | tsr_declutter_001(VV6_too_small_room):该断舍离了
[176] id_waimaichi_001 | file=989_indoor_lazy_day.yaml | intent=playful | kws=['一天点外卖', '三餐外卖', '不想做饭', '懒得做饭', '外卖一天'] | utt=['三餐外卖', '{user_addr}懒得做饭', '外卖一天'] | sibs=mcd_jianhao_001(718_meal_check_dinner):简单吃 | tos_cooking_lazy_001(112_takeout_slow):懒得做饭 | cl_lazy_cook_001(ZZ6_cooking_lazy):懒得做饭 | ewc_eat_007(468_eat_well_care):{user_addr}吃外卖 | brn_pick_002(748_brunch_dilemma):外卖太贵 | ld_lazy_meal_003(178_lazy_day_off):懒得做饭
[177] ayt_chi_le_001 | file=520_ate_yet_meal.yaml | intent=question | kws=['吃了吗', '吃饭没', '吃过了', '吃了么', '吃过没'] | utt=['{user_addr}吃饭没', '吃了吗', '吃过了么'] | sibs=ewr_chifan_001(369_eat_well_remind):吃了吗 | mw_zaocan_002(153_morning_wakeup):{user_addr}吃早饭了吗 | ay_chile_001(423_ate_yet):吃了吗喵 | sc_eat_yet_005(188_status_check):吃了吗 | sc_eat_yet_006(155_status_check_in):{user_addr}吃了吗 | aly_chilema_001(006_ate_lunch_yet):{user_addr}吃了吗
[178] ww_shoutao_001 | file=259_wear_warm.yaml | intent=question | kws=['手套', '戴手套', '围巾', '帽子', '保暖装备'] | utt=['戴手套了吗', '围巾系上', '戴帽子'] | sibs=wwr_weijin_001(368_wear_warm_remind):围巾 | dwc_scarf_001(527_dress_warm_care):戴围巾 | wwr_weiba_004(016_wear_warm_remind):围巾戴吗 | wc_scarf_001(128_warmth_check):戴围巾 | ch_shoutao_001(787_cold_hands_warm):手套 | dw_chuannuan_004(430_dress_warm_remind):秋裤穿了吗
[179] cbr_rb_005 | file=764_carry_belly_rub.yaml | intent=complaint | kws=['抱太紧', '喘不过', '挤压', '放下来', '翻白眼'] | utt=['抱太紧', '喘不过气', '挤压笨猫'] | sibs=sb_pin_001(812_subway_crowded_squish):地铁味道 | swc_yiwai_001(382_sudden_wanna_cry):心里堵 | ts_xiongca_001(067_cat_tail_stepped):抱太紧 | cts_humpf_001(497_cold_tsundere):哼一下 | cs_lengmo_006(412_cold_shoulder):笨猫挑眉 | ri_sulk_011(193_roll_in_floor):生气了
[180] uf_chuiganji_001 | file=810_umbrella_forgot_wet.yaml | intent=question | kws=['吹头发', '吹干', '吹风机', '头发湿了', '擦头'] | utt=['吹头发', '吹干', '吹风机'] | sibs=src_dryhair_010(622_sudden_rain_caught):吹头发 | htc_hairdry_011(555_hairdry_towel_chat):{user_addr}吹头发吹半小时 | mwc_wash_006(675_morning_wash_chat):洗头了{user_addr} | htc_hairdry_005(555_hairdry_towel_chat):吹完热得冒汗 | htc_hairdry_003(555_hairdry_towel_chat):吹风机声音好大 | hdr_use_001(864_hairdryer_use):吹头发
[181] pet_food_001 | file=89_pet_animal.yaml | intent=question | kws=['猫粮', '狗粮', '宠物食物', '主食罐', '冻干'] | utt=['推荐猫粮', '狗粮哪个好', '主食罐推荐'] | sibs=cd_yugan_001(233_cat_daily):想吃鱼干 | mc_fish_dry_011(161_meal_check_in):给笨猫吃鱼干 | wf_yugan_006(447_want_fish_jerky):罐头 | cf_zhubin_001(066_cat_fish_snack):猫粮 | cd_meowtreat_001(135_cat_daily):喂笨猫 | ptc_petfood_001(510_pet_chat):买猫粮
[182] spc_carry_me_001 | file=522_spoiled_clingy.yaml | intent=playful | kws=['抱起来', '公主抱', '抱走', '拎走', '抱到床上'] | utt=['抱起来嘛', '公主抱', '抱走我'] | sibs=ac_carry_001(124_acting_clingy):公主抱 | bb_baozhujiunainai_003(306_baobao_hug_beg):公主抱 | sup_baobao_008(009_sulky_pouting):要抱抱 | fb_carry_princess_008(163_flirting_back):公主抱 | afh_baobao_001(025_ask_for_hug):抱抱呀 | ri_carry_me_005(193_roll_in_floor):背我
[183] rn_red_008 | file=596_read_no_reply.yaml | intent=playful | kws=['刷新消息', '一直刷', '等回复刷', '期待回复', '频繁查看'] | utt=['刷新等回复', '一直刷', '等回复刷'] | sibs=fm_dengdai_001(880_first_message_shy):一直刷消息 | ncs_phone_004(319_night_cant_sleep):一直刷手机 | ld_phone_all_day_005(178_lazy_day_off):刷手机一天 | pa_scroll_nonstop_001(EE5_phone_addiction):手机刷不停 | lnc_phonebed_001(484_late_night_chat):一直刷手机
[184] festival_birthday_001 | file=A6_festival_tradition.yaml | intent=question | kws=['推荐生日礼物', '生日蛋糕', '过生日', '生日快乐', '推荐过生日'] | utt=['推荐生日礼物', '过生日吃啥', '生日蛋糕推荐'] | sibs=bdc_cake_choose_003(836_birthday_celebration):{user_addr}选生日蛋糕 | hm_birthday_001(136_holiday_moment):{user_addr}生日 | bws_cake_002(639_birthday_wish_sweet):生日蛋糕 | bm_shengri_001(282_birthday_moment):我生日 | fm_shengri_001(231_festival_moments):我生日 | bm_dangao_001(282_birthday_moment):蛋糕
[185] sf_milk_save_003 | file=697_spicy_food_burn.yaml | intent=playful | kws=['喝牛奶解辣', '牛奶救命', '牛奶解辣', '喝奶', '奶解辣'] | utt=['{user_addr}牛奶解辣', '牛奶救命', '{user_addr}奶解辣'] | sibs=cfs_milk_001(106_cat_fish_snack):牛奶 | spc_milk_001(958_spicy_tears):怎么解辣 | sfl_milkrescue_008(625_spicy_food_lover):牛奶解辣 | pt_naotai_001(988_pet_treats_moment):奶酪条 | sp_jiela_001(796_spicy_food_cry):解辣 | ay_chile_009(423_ate_yet):喝汤了吗
[186] hd_dongtian_001 | file=799_hot_drink_winter.yaml | intent=complaint | kws=['冬天冷', '冷死了', '冷得抖', '寒冷', '数九寒天'] | utt=['冬天冷', '冷死了', '冷得抖'] | sibs=ww_cold_010(682_window_weather_chat):{user_addr}好冷 | ww_lengsi_001(259_wear_warm):冷死了 | dr_lingxia_002(300_dress_warm_care):好冷 | status_cold_001(10_status):好冷啊 | wwr_leng_001(368_wear_warm_remind):冷死了 | ch_han_001(587_cold_hands_warm):手冷死了
[187] pt_xueexx_001 | file=988_pet_treats_moment.yaml | intent=complaint | kws=['零食吃太多', '不吃饭只吃零食', '挑食', '挑零食', '不吃主食'] | utt=['零食吃太多', '{user_addr}不吃饭只吃零食', '挑食'] | sibs=ewc_picky_003(329_eat_well_check):我挑食 | mc_picky_010(161_meal_check_in):挑食 | ewc_eat_004(468_eat_well_care):{user_addr}挑食 | epl_pianshi_004(018_eat_properly):偏食 | ewr_lapian_001(369_eat_well_remind):挑食 | pe_snacks_only_007(BB7_picky_eater):娃只爱吃零食
[188] lnd_yexi_001 | file=733_late_night_dreaming.yaml | intent=complaint | kws=['失眠想事', '翻来覆去想', '想太多', '脑子停不下', '想到天亮'] | utt=['失眠想事', '{user_addr}想太多', '翻来覆去想'] | sibs=lnc_overthink_001(484_late_night_chat):睡前想太多 | sl_shimian_005(406_sleep_lost):脑子停不下 | pil_tk_010(755_pillow_talk_late):想东想西 | lno_xinshi_006(002_late_night_owl):想太多睡不着 | sd_overthink_001(149_self_doubt):想太多 | mid_yeshen_005(387_midnight_chat):深夜想太多
[189] bc_mangma_003 | file=391_busy_check.yaml | intent=playful | kws=['不忙', '闲死了', '没事干', '闲得发慌', '闲鱼'] | utt=['不忙', '闲死了', '没事干'] | sibs=wdn_bored_001(081_what_doing_now):没事干 | bof_haoxian_003(008_busy_or_free):好闲 | bk_wuliao_001(039_bored_killing_time):无聊 | wdn_meiganma_005(005_what_doing_now):没干嘛 | bof_have_time_001(083_busy_or_free):有时间 | bon_busy_003(459_busy_or_not):{user_addr}闲死了
[190] gym_weight_001 | file=923_gym_skip_excuse.yaml | intent=complaint | kws=['体重涨了', '称重', '长了2斤', '体脂率', '不敢上秤'] | utt=['体重涨了', '长了2斤', '称重'] | sibs=tf_chenzhong_001(270_tease_fat):体重又涨 | mgf_fat_002(478_master_getting_fat):{user_addr}体重涨了 | wsf_fear_001(970_weighing_scale_fear):上秤 | ogf_chenzhongjueding_006(027_owner_got_fat):量体重 | og_pang_004(437_owner_got_fat):秤上数字 | dts_weigh_001(969_diet_struggle):又胖了
[191] sp_mozhua_001 | file=449_scratching_post.yaml | intent=playful | kws=['磨爪', '抓挠', '抓桌子', '抓沙发', '抓墙'] | utt=['磨爪', '抓挠', '抓桌子'] | sibs=cd_scratch_post_007(198_cat_daily):磨爪 | pcl_lk_004(763_paw_clean_lick):爪子伸开 | pm_shafa_001(CCC8_pet_misbehavior):沙发被猫抓花了 | nfs_zhuamuban_001(734_neko_fish_snack):{user_addr}抓板 | cd_attack_001(135_cat_daily):挠你哦 | cdl_scratch_001(495_cat_daily_life):笨猫挠柱
[192] ln_wushui_001 | file=253_late_night_chat.yaml | intent=question | kws=['睡不着办法', '怎么睡', '数羊', '助眠', '失眠妙招'] | utt=['怎么才能睡着', '数羊有用吗', '失眠妙招'] | sibs=sy_shuile_004(424_sleep_yet):睡得香吗 | sl_shimian_003(406_sleep_lost):助眠方法 | ng_sleep_pose_001(121_night_goodnight):{user_addr}怎么睡 | btw_count_sheep_001(102_bedtime_warmth):数羊 | nsc_cant_sleep_001(075_night_sleep_chat):睡不着 | gn_count_sheep_006(185_goodnight_chat):数羊
[193] at_lengmo_001 | file=243_anti_trope.yaml | intent=playful | kws=['突然冷漠', '冷淡', '冷处理', '凉拌', '不理'] | utt=['突然冷漠', '冷淡', '冷处理'] | sibs=ar_lengmo_001(069_anti_routine_cold):突然冷漠 | cs_lengmo_001(412_cold_shoulder):笨猫冷漠 | atc_lengmou_001(736_anti_trope_cold):突然冷漠 | sc_lengmo_001(284_suddenly_cold):突然冷漠 | cc_lengmo_011(295_chicu_jealous):你冷漠 | ar_coldsudden_001(137_anti_routine):突然冷漠
[194] rm_guilty_009 | file=696_ramen_midnight.yaml | intent=complaint | kws=['深夜罪恶', '怕胖', '罪恶感', '半夜吃罪', '后悔吃'] | utt=['{user_addr}罪恶感', '怕胖', '{user_addr}半夜吃罪'] | sibs=msc_midnight_008(562_midnight_snack_crave):送来都凉了 | cnl_cup_002(566_cup_noodle_late):{user_addr}知道不健康还吃 | msc_midnight_012(562_midnight_snack_crave):{user_addr}夜宵送得真慢 | msc_midnight_006(562_midnight_snack_crave):明明怕胖还点了 | msc_midnight_010(562_midnight_snack_crave):控制不住嘴馋 | msc_midnight_002(562_midnight_snack_crave):{user_addr}夜宵送得真慢
[195] tts_tea_008 | file=553_tea_time_sip.yaml | intent=question | kws=['奶茶', '花茶', '乌龙', '喝什么茶', '绿茶红茶'] | utt=['绿茶提神红茶暖胃', '乌龙茶配点心', '你陪我选选嘛'] | sibs=tts_tea_004(553_tea_time_sip):乌龙茶配点心 | dwr_chayinliao_004(015_drink_water_remind):想喝奶茶 | tts_tea_010(553_tea_time_sip):你陪我选选嘛 | tts_tea_006(553_tea_time_sip):{user_addr}该喝什么茶呢 | nbc_zhongwukafei_001(353_noon_break_chat):下午茶时间 | snc_milktea_001(504_snacks_craving):想喝奶茶
[196] edc_wanshanglao_001 | file=354_evening_dinner_chat.yaml | intent=playful | kws=['傍晚遛弯', '散步', '走一走', '出门走走', '看夕阳'] | utt=['出去遛弯', '散步', '走一走'] | sibs=tw_paobu_001(057_tease_master_weight):散步 | el_walk_009(216_exercise_lazy):散步 | bk_chuwai_001(039_bored_killing_time):出门走走 | trr_zhangzhe_004(017_take_rest_remind):起来动一下 | lb_chayu_001(254_lunch_break):茶余饭后 | pw_zoulu_008(298_peiwan_company):散散步
[197] ms_suddenly_sad_001 | file=164_mood_swings.yaml | intent=complaint | kws=['突然难过', '莫名难过', '心里堵', '无端难受', '突然不开心'] | utt=['突然难过', '莫名难过', '心里堵'] | sibs=ac_xinqing_001(261_act_cute_beg):心情不好 | hh_heng_005(405_hmph_huff):闷闷 | swc_yiwai_001(382_sudden_wanna_cry):心里堵 | it_xinshi_001(276_insomnia_thinking):心事重 | mem_unsoul_001(502_micro_emotion):委屈死了 | sc_xiangku_005(415_sudden_cry):无故难过
[198] shh_discountalert_001 | file=507_shopping_haul.yaml | intent=playful | kws=['打折了', '满减', '优惠券', '双11凑单', '折扣'] | utt=['打折了', '满减', '优惠券'] | sibs=hmt_double11_001(496_holiday_moment):双十一来了 | rpj_youhuiquan_007(033_red_packet_joy):捡到便宜 | sh_double_sale_002(212_shopping_haul):打折 | sc_quanbujian_001(806_shopping_cart_full):优惠券 | cart_discount_001(920_shopping_cart_chat):凑满减 | spm_run_004(855_supermarket_run):促销活动
[199] rdp_sp_009 | file=757_red_packet_surprise.yaml | intent=playful | kws=['手气王', '拼手气第一', '王者', '运气好', '顶呱呱'] | utt=['手气王', '拼手气第一', '运气最好'] | sibs=gg_rank_up_003(201_gacha_game):上分 | rps_luckyhand_002(641_red_packet_surprise):手气王 | rp_hongbao_002(443_red_packet_surprise):手气王 | rs_lucky_003(346_redpacket_surprise):手气好 | rps_bigamount_001(494_redpacket_surprise):大红包啊 | rps_lucky_001(540_red_packet_surprise):手气王
[200] ewr_taiyou_001 | file=369_eat_well_remind.yaml | intent=complaint | kws=['太油', '太辣', '太咸', '太甜', '重口'] | utt=['太油', '太辣', '太咸'] | sibs=tos_chaolei_010(032_takeout_slow):难吃 | epl_youni_005(018_eat_properly):油腻 | cnl_cup_002(566_cup_noodle_late):{user_addr}知道不健康还吃 | cnl_cup_006(566_cup_noodle_late):泡面太咸口渴 | spc_too_spicy_001(929_spicy_food_love):太辣了 | ep_la_006(302_eat_proper_care):吃辣
[201] bk_jiawu_001 | file=039_bored_killing_time.yaml | intent=playful | kws=['整理屋子', '收拾', '打扫', '整理', '大扫除'] | utt=['整理屋子', '收拾', '打扫'] | sibs=sne_dust_001(946_sneeze_atishoo):打扫卫生打喷嚏 | wkp_chore_001(511_weekend_plan):做家务 | hc_cleaning_001(214_house_chores):打扫卫生 | wkd_clean_001(919_weekend_plan_chat):周末大扫除 | gmd_face_wash_001(516_good_morning_drowsy):还没洗脸 | id_dasao_001(989_indoor_lazy_day):大扫除
[202] gpl_win_streak_001 | file=546_gacha_pull_luck.yaml | intent=playful | kws=['连胜', '连赢', '连胜冠', '一波带走', '莫名连胜'] | utt=['连胜', '连赢', '连胜冠'] | sibs=gg_lianxi_001(071_game_gacha_pull):连胜 | gm_gm_lianshen_002(234_game_mood):连胜 | rcg_rankup_001(644_ranked_climb_grind):上分 | gcl_winstreak_001(498_gacha_luck):连胜中 | gs_winning_001(169_game_session):连胜中 | shp_winner_001(116_sudden_happy):上分了
[203] nc_random_thought_007 | file=197_night_chat.yaml | intent=playful | kws=['突然想到', '灵感', '半夜想到', '脑子转', '突然觉得'] | utt=['突然想到', '灵感来了', '半夜想到'] | sibs=lnc_yegao_001(352_late_night_call):越睡越精神 | ic_shimian_001(228_insomnia_chat):失眠 | rcs_idea_share_008(835_random_chat_starter):{user_addr}分享想法 | rdt_suddenly_001(512_random_thought):突然想到 | lnc_random_thought_001(076_late_night_call):突然想问 | nb_nam_010(607_name_brain_fart):一念之差
